ID	Label	"Synonyms/
Denoation"	Suggested parent term	Abbreviation	Defination	Textual Defination	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent Class	parent	similar term	xref id
pko:PKO_0000264	Mean dissolution time			MDT	Average time it takes for drug/chemical to dissolve in body	Average time it takes for drug/chemical to dissolve in body	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.
Chapter-25,Page number-837"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000265	Bioequivalence			BE	 Bioequivalence is defined as the absence of a significant difference in the rate and extent to which the chemical ingredient or moiety becomes available at the site of action when administered at the same molar dose under similar conditions.	Identical comparison between test (T) and reference (R) xenoboitic product	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 16, Page Number-471 "		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000266	absolute bioavailability	FABS	Bioavailability	FABS	Fraction of treatment dose that reaches systemic circulation and ratio of xenobiotics amount in system after administration of a test xenobiotics to xenobiotics in system after IV administration	Fraction of treatment dose that reaches systemic circulation and ratio of xenobiotics amount in system after administration of a test xenobiotics to xenobiotics in system after IV administration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154838		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	bioavailavility			
pko:PKO_0000267	elimination phase				The elimination phase is a phase in PBPK that describes the process of removing an administered drug/chemical from the body		Distribution and Elimination Phase – Pharmacokinetics (unil.ch)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000268	absorption phase				Phase describing how drug/chemical goes in systemic circulation from site of administration	Phase describing how drug/chemical goes in systemic circulation from site of administration	Drug Absorption - Clinical Pharmacology - Merck Manuals Professional Edition		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000269	CL/F				describes the rate at which a drug/chemical is eliminated from the body after oral administration	describes the rate at which a drug/chemical is eliminated from the body after oral administration	tcp.2015.23.2.42 (tcpharm.org)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000270	Aurine				Amount of substance present in urine	Amount of substance present in urine			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000271	Afeces				Amount of substance present in feces	Amount of substance present in feces			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000272	Cumulative amount in urine				total amount of drug/chemical or metabolite excreted in urine over specific period of time	total amount of drug/chemical or metabolite excreted in urine over specific period of time	"Chapter 19. Cumulative Urinary Excretion | Handbook of Basic Pharmacokinetics… Including Clinical Applications, 7th Edition | PharmacyLibrary"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000273	Cumulative amount in feces				total amount of drug/chemical or metabolite excreted in feces over specific period of time	total amount of drug/chemical or metabolite excreted in feces over specific period of time			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000274	Creatinine				"The breakdown product of creatine, a constituent of muscle tissue, that is excreted by the kidney and whose serum level is used to evaluate kidney function."	breakdown product of creatine which excreted in urine	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C399		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000275	AUCss				Steady state area under curve				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Area under curve			
pko:PKO_0000276	Plasma concentration					"Xenobiotic concentration in plasma, derived from full blood"			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000283	Min Organ Concentration				Minimum organ concentration				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000284	Max organ concentration				Maximum organ concentration				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000285	Median Organ concentration				Medium organ concentration				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000286	Percentile 2.5 plasma concentration				Percentile 2.5 plasma concentration				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Plasma concentration			
pko:PKO_0000287	percetile 97.5 plasma concentration				percetile 97.5 plasma concentration				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Plasma concentration			
pko:PKO_0000289	Tolerable daily intake				"estimate of the amount of a substance in air, food or drinking water that can be taken in daily over a lifetime without appreciable health risk"	"estimate of the amount of a substance in air, food or drinking water that can be taken in daily over a lifetime without appreciable health risk"	Tolerable daily intake - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000290	Reconstructed exposure				Method used to estimate the eamount of a substance a person has been exposed by using internal body measurements				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000291	Estimated daily intake				measure used to estimate the amount of a substance that a person consumes daily through food or other sources	measure used to estimate the amount of a substance that a person consumes daily through food or other sources	Guidance for Industry: Estimating Dietary Intake of Substances in Food | FDA		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000292	Biomonitoring equivalent			BE	"The concentration of a chemical (or metabolite) in a biological medium (blood, urine, human milk, etc.) consistent with defined exposure guidance values or toxicity criteria including reference doses and reference concentrations (RfD and RfCs), minimal risk levels (MRLs), or tolerable daily intakes (TDIs)"	"chemical concentration (or metabolite) in biological medium (eg. blood, urine, human milk) consistent with defined exposure guidance values or toxicity criteria including reference doses and reference concentrations, minimal risk levels or tolerable daily intakes"	"Hays S. M., et al. Guidelines for the derivation of biomonitoring equivalents: Report from the biomonitoring equivalents expert workshop. Regulatory Toxicology and Pharmacology V51(3), 2008, Pages S4-S15. https://doi.org/10.1016/j.yrtph.2008.05.004"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000293	HBM-HBGV				Human Biomonitoring Health-Based Guidance Value. It is a measure used to establish safe levels of a substance in blood or urine based on human biomonitoring data	Human Biomonitoring Health-Based Guidance Value. It is a measure used to establish safe levels of a substance in blood or urine based on human biomonitoring data	10.1016/j.envint.2020.105978		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000294	Reference dose			RfD	Estimate (with uncertainty spanning perhaps an order of magnitude) of a daily oral or dermal exposure to the human population (including sensitive subgroups) that is likely to be without an appreciable risk of deleterious effects during a lifetime. Its unit is usually mg/kg bw/day or mg/kg.	Daily oral or dermal exposure estimation to human population (including sensitive subgroups)	https://www.chemsafetypro.com/Topics/CRA/What_is_Point_of_Departure_(POD)_in_Toxicology_and_How_to_Use_It_to_Calculate_Reference_Dose_RfD.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000295	Acceptable daily intake	acceptable daily intake		ADI	"An estimate of the amount of a substance in food or drinking water that can be consumed daily over a lifetime without presenting an appreciable risk to health. It is usually expressed as milligrams of the substance per kilogram of body weight and applies to chemical substances such as food additives, pesticide residues and veterinary Xenoboitics"	Substance in food or drinking water that consumed daily over a lifetime without presenting appreciable risk to health	https://www.efsa.europa.eu/en/glossary/adi		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000296	Human biomonitoring			HBM	An instrument for measuring the internal dose of exogenous substances/chemicals that enter a body during a certain period of exposure from a range of sources	Measuring instrument for internal dose of exogenous substances/chemicals that enter a body during a certain exposure period from different sources	World Health Organization. Regional Office for Europe. (?2023)?. Human biomonitoring. Basics: educational course. World Health Organization. Regional Office for Europe. https://apps.who.int/iris/handle/10665/368163. License: CC BY-NC-SA 3.0 IGO		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000297	Reverse dosimetry	dose reconstruction			An estimation of environmental exposures consistent with measured biological monitoring data	"Environmental exposures estimation, consistent with measured biological monitoring data"	"Ruiz, P., & Fowler, B. A. (2015). Exposure Assessment, Forward and Reverse Dosimetry. Handbook on the Toxicology of Metals, 141–153. doi:10.1016/b978-0-444-59453-2.00007-X"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000298	Forward dosimetry				an estimation of internal exposures from measurements of external exposure in studies characterizing chemical toxicity	Estimation from external exposure mesurements in studies characterizing chemical toxicity	"Ruiz, P., & Fowler, B. A. (2015). Exposure Assessment, Forward and Reverse Dosimetry. Handbook on the Toxicology of Metals, 141–153. doi:10.1016/b978-0-444-59453-2.00007-X"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000299	Spot urine				"single, untimed urine specimen, voided spontaneously by the patient. The sample is analyzed to determine its protein, creatinine, or electrolyte content. This type of specimen differs from a timed urinary specimen, which represents all the urine a patient produces over a 12- or 24-hr period."	"Single, untimed urine specimen, voided spontaneously by patient and is used to determine its protein, creatinine, or electrolyte content"	https://medical-dictionary.thefreedictionary.com/collection%2C+spot+urine		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000300	Specific gravity	Relative Density			"The ratio of the density of a material to the density of some standard material, such as water or air, at a specified temperature."	Ratio of material density to some standard material density like water or air at specified temperature	http://purl.bioontology.org/ontology/MESH/D013046		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000301	Reference human								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiological Parameters			
pko:PKO_0000302	Biological matrix				"A biological matrix is a biological material, such as blood, urine, or tissue, that is used for analysis in scientific research and medical testing"	"A biological matrix is a biological material, such as blood, urine, or tissue, that is used for analysis in scientific research and medical testing"			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiological Parameters			
pko:PKO_0000303	Hair	trichotillomania			"filament-like structure composed of keratin, consisting of a shaft which projects to the surface of the skin from a root which is softer than the shaft and lodges in the cavity of a hair follicle."	"Keratin composed filament-like structure, consisting of shaft, projecting to skin surface from root which is softer than shaft and lodges in hair follicle cavity"	http://purl.bioontology.org/ontology/CSP/2716-0900		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biological matrix			
pko:PKO_0000304	Nail	"Nail Apparatus, nail/claw"			"A horn-like keratin structure covering the dorsal aspect of the terminal phalanges of fingers and toes.
The cutaneous plate on the dorsal surface of the distal end of a finger or toe."	Cutaneous plate on dorsal surface of distal end of finger or toe	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33156		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biological matrix			
pko:PKO_0000305	Teeth	Tooth			One of a set of bone-like structures in the mouth used for biting and chewing	Set of bone-like structures in mouth used for biting and chewing	http://purl.bioontology.org/ontology/MESH/D014070		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biological matrix			
pko:PKO_0000306	Blood				"A liquid tissue; its major function is to transport oxygen throughout the body. It also supplies the tissues with nutrients, removes waste products, and contains various components of the immune system defending the body against infection. Several hormones also travel in the blood."	"Liquid tissue which transport oxygen, nutrients, removes waste products, and contains various components of immune system defending body against infection"	http://purl.obolibrary.org/obo/NCIT_C12434		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biological matrix			
pko:PKO_0000307	Urine				"The fluid produced by the kidneys.
Fluid containing water and waste products. Urine is made by the kidneys, stored in the bladder, and leaves the body through the urethra."	"Fluid, excreted by the kidneys and is stored in bladder and discharged through urethra"	http://purl.obolibrary.org/obo/NCIT_C13283		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biological matrix			
pko:PKO_0000410	Permeability limited PBPK				"permeability-limited PBPK models consider the permeability of the substance into and out of capillaries, cell membranes, and intracellular lipids. the rate of diffusion across tissue membrane is the limiting factor"		10.1021/acs.est.7b02602		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000411	Vmax_baso_in vitro 				Vmax of basolateral transporter				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000412	km_baso				km of basolateral transporter				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000413	Vmax_apical_invitro				Vmax of apical transporter		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000414	km_apical				km of apical transporter		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000415	RAFapi				Apical transporter		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000416	RAFbaso				Basolateral transporters		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000417	Kiff				"describe the influx pathway of a chemical, which is the process by which a chemical moves from the extracellular fluid or plasma into a cell"		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000418	KeffluxC				"describe the efflux pathway of a chemical, which is the process by which a chemical moves from inside a cell to the extracellular fluid or plasma"		10.1016/j.envint.2019.03.058		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000419	Plasma Space								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000420	Endosomal Space				"endosomal space is a compartment within the endosomal-lysosomal system, which is a set of intracellular membranous compartments that dynamically interconvert"		10.1186/s40035-015-0041-1		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000421	Interstitial Space				"the fluid-filled space that lies between blood vessels and cells, providing the fluid and structural environment surrounding those cells"		10.3389/fvets.2020.609583		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000422	effective permeability (Peff)	absorptive clearance per unit area		Peff	"Effective permeability is a measure of the rate at which a substance can pass through a barrier, such as a cell membrane or capillary walls"	"Effective permeability is a measure of the rate at which a substance can pass through a barrier, such as a cell membrane or capillary wal"	10.1111/cts.13314		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Permeability limited PBPK			
pko:PKO_0000423	Population PBPK	Bayesian population PBPK approach			"It is considered for the identification of interindividual variability in a population and the characterization of its physiological and ADME (absorption, distribution, metabolization, excretion)-related sources."	"model used for interindividual variability identification in population, its physiological characterization and ADME related sources"	"Krauss M., et al. Bayesian Population Physiologically-Based Pharmacokinetic (PBPK) Approach for a Physiologically Realistic Characterization of Interindividual Variability in Clinically Relevant Populations. PLoS ONE 2015. 10(10): e0139423. https://doi.org/10.1371/journal.pone.0139423"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000424	top-down PBPK				"Modelling and simulation approach based on the observed clinical data, mainly empirical with the scope of utilization narrowed down to the range of the input data"	"Modelling and simulation approach based on observed clinical data, empirical with utilization scope, narrowed down to input data range"	"Tylutki, Z. et al. Top-down, Bottom-up and Middle-out Strategies for Xenoboitic Cardiac Safety Assessment via Modeling and Simulations. Curr Pharmacol Rep 2, 171–177 (2016). https://doi.org/10.1007/s40495-016-0060-3"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000425	bottom-up pbpk				"Modelling and simulation approach based on knowledge about the human body, therefore, as mechanistic as possible, utilizing in vitro information as the input data"	"Modelling and simulation approach based on knowledge of human body, therefore, as mechanistic as possible, utilizing in vitro information as input data"	"Tylutki, Z. et al. Top-down, Bottom-up and Middle-out Strategies for Xenoboitic Cardiac Safety Assessment via Modeling and Simulations. Curr Pharmacol Rep 2, 171–177 (2016). https://doi.org/10.1007/s40495-016-0060-3"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000426	one-compartment PBPK				A one-compartment model assumes that all the tissues in the body are contained in a single compartment called the “central compartment.” 		Pharmacokinetics & Compartmental Modeling | Allucent		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000427	central compartment				component of a two compartment pharmacokinetic model representing plasma and highly perfused organs	component of a two compartment pharmacokinetic model representing plasma and highly perfused organs	Pharmacokinetics & Compartmental Modeling | Allucent		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	one-compartment PBPK			
pko:PKO_0000428	Peripheral Compartment				component of a two compartment pharmacokinetic model representing less perfused organ like muscle and fat.	It consists of tissues where Xenoboitic distribution is slower	Two Compartment Body Model and Vd Terms (ufl.edu)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	one-compartment PBPK			
	elimination											Subclass	Biochemical Parameters			
pko:PKO_0000429	linear elimination				elimination following first-order kinetics.				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	elimination			
pko:PKO_0000430	non-linear elimination				a pharmacokinetic (PK) phenomenon where the elimination of a drug from the body does not follow first-order kinetics		Goodness of fit for nonlinear model - Cross Validated (stackexchange.com)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	elimination			
pko:PKO_0000431	Evaluation of PBPK								0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000432	goodness of fit				a model evaluation technique used to assess how well a statistical model fits the observed data		10.1111/j.1365-2125.2010.03891.x		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000433	Observed				exprimental data				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000434	Predicted				predicted by the model				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000435	visual predictive check				provides a visual comparison between observed data and model predictions				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000436	average fold error				"a metric used to assess the accuracy of predictions made by a model. It is calculated as the average of the absolute values of the differences between the predicted and observed values, divided by the observed values"		10.1007/s10928-020-09684-2		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000437	Residual error magnitude				the magnitude of the difference between the observed value and the predicted value in a regression analysis.		Residual Standard Deviation/Error: Guide for Beginners – QUANTIFYING HEALTH		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000438	Mean Relative derivation				"a measure of the deviation of a set of values from their mean, expressed as a percentage"	"a measure of the deviation of a set of values from their mean, expressed as a percentage"	How to Find a Relative Average Deviation | Sciencing		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000439	Geometric mean fold error				a measure used to compare predicted and observed values in pharmacokinetic models	a measure used to compare predicted and observed values in pharmacokinetic models	10.1002/psp4.12646		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Evaluation of PBPK			
pko:PKO_0000440	Sensitivty Analysis			SA	The process of investigating the role of input parameters in determining the model output. It seeks to quantify the importance of each model input parameter on the output.	Quantifying process of investigating input parameters role in determining model output	https://gsa-module.readthedocs.io/en/develop/implementation/gsa.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000441	Local Senstivity analysis			LSA	"analyzes the effect of one model parameter at a time, keeping the other parameters fixed"	"analyzes the effect of one model parameter at a time, keeping the other parameters fixed"	Sensitivity Analysis in SimBiology - MATLAB & Simulink (mathworks.com)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Sensitivty Analysis			
pko:PKO_0000442	Global Sensitvity analysis			GSA	quantifies the impact of variations in model inputs on the model output. A sensitivity analysis is considered to be global when all the input factors are varied simultaneously and the sensitivity is evaluated over the entire range of each input factor.	quantifies the impact of variations in model inputs on the model output. A sensitivity analysis is considered to be global when all the input factors are varied simultaneously and the sensitivity is evaluated over the entire range of each input factor.	10.1007/978-0-387-35973-1_538		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Sensitivty Analysis			
pko:PKO_0000443	one at a time sensitivity analysis			OTA	"It analyzes the effect of one parameter on the cost function at a time, keeping the other parameters fixed. They explore only a small fraction of the design space, especially when there are many parameters. Also, they do not provide insight about how the interactions between parameters influence the cost function."	"It analyzes effect of one parameter on cost function at a time, keeping other parameters fixed. eg. Local sensitivity analysis"	https://www.mathworks.com/help/sldo/ug/what-is-sensitivity-analysis.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Sensitivty Analysis			
pko:PKO_0000100	Lifetsages	Aging	Biology		"Life stages in the context of the human species refer to the different phases of an individual's life, from birth to death."	"Life stages in the context of the human species refer to the different phases of an individual's life, from birth to death."			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiological Parameters			
pko:PKO_0000101	Fetus	Preborn/Unborn baby	Mammalian development/Lifestages		"A fetus is the growth  and developmental stage of a mammal,  after the embryonic stage."	Unborn offspring in uterus representing  postembryonic stage of development until birth.	https://link.springer.com/referenceworkentry/10.1007/978-3-319-47829-6_62-1		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000102	Infants	"Newborn/
Neonate"	Mammalian development/Lifestages	Inf	"An infant is a very young child,  under the age of one year, who is in the early stages of life and development, especially in the period immediately following birth."	"An infant is a very young child, under age of one year."	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence2.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000103	Toddlers		Mammalian development/Lifestages	Tdl	Toddlers are young children who are  between the ages of one and three years old.  (infancy to early childhood)	Young children who are  between  ages of one and three years old.  (infancy to early childhood)	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence3.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000104	Children	youngstar	Mammalian development/Lifestages		Children are young human beings  ranging from 3-11 years.	"Children, who are in  early ages ranging from 3-11 years."	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence4.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000105	Teenagers	"Young teen/ 
older school age"	Mammalian development/Lifestages		A human life stage that begins at eleven years of age and continues until fifteen years of age.	A human life stage that begins at eleven years of age and continues until fifteen years of age.	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence5.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000106	Adolescent	"pubescence
teens"	Mammalian development/Lifestages		An adolescent is a young person who is in the transitional stage between Teenagers and adulthood.(Age range of 15 till 18 years)	"An adolescent, transitional stage between Teenagers and adulthood.(Age range of 15 till 18 years)"	https://www.cdc.gov/ncbddd/childdevelopment/positiveparenting/adolescence6.html		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000107	Adult	full adolescence	Mammalian development/Lifestages		A human life stage that begins at eighteen years of age and continues until thirty years of age.	A human life stage that begins at eighteen years of age and continues until thirty years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000108	Middle age	young age	Mammalian development/Lifestages		A human life stage that begins at thirty years of age and continues until forty-five years of age.	A human life stage that begins at thirty years of age and continues until forty-five years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000109	old age		Mammalian development/Lifestages		A human life stage that begins at forty-five years of age and continues until sixty years of age.	A human life stage that begins at forty-five years of age and continues until sixty years of age.	http://purl.bioontology.org/ontology/BIN/BIN_00000008		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000110	pediatric	Pediatric population	Mammalian development/Lifestages		"A human population, below fifteen years of age"	"A human population, below fifteen years of age"	http://purl.bioontology.org/ontology/SNOMEDCT/376171000221106		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000111	geriatric	geriatric population	Mammalian development/Lifestages		Geriatric refers to the medical specialty focused on providing care for the unique health needs of older adults	Geriatric refers to the medical specialty focused on providing care for the unique health needs of older adults	Geriatrics - Wikipedia		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Lifetsages			
pko:PKO_0000116	Normal child	Normal young child	BMI		"A normal child, has no serious physical or mental health problems."	"A normal child, has no serious physical or mental health problems. "	http://www.gamuts.net/entity#normal_young_child		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Children			
pko:PKO_0000117	obese child		BMI		A Body Mass Index (BMI) greater than or equal to the 95th percentile for age and gender in children aged two years and older.	A Body Mass Index (BMI) greater than or equal to the 95th percentile for age and gender in children aged two years and older.	https://www.ncbi.nlm.nih.gov/books/NBK570626/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Children			
pko:PKO_0000118	Uncertainty				"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	"Uncertainty in Physiologically Based Pharmacokinetic (PBPK) modeling is introduced by two main sources: the underlying biology or mechanisms, and drug/chemical-related parameters"	10.1002/cpt.1013		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000119	Variability				Inter-individual differences  in the anatomical and physiological characteristics of humans or animal	Inter-individual differences  in anatomical and physiological characteristics 	https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=web&cd=&ved=0CDcQw7AJahcKEwjQvMPUjaCBAxUAAAAAHQAAAAAQAw&url=https%3A%2F%2Fineris.hal.science%2Fineris-00961755%2Fdocument&psig=AOvVaw3AvQT5ScYcsFkSX2UzYiCn&ust=1694437476436418&opi=89978449		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000120	Monte carlo simulation			MC	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	"Monte Carlo simulation is a form of uncertainty analysis that allows the propagation of uncertainty through a model, which results in an estimate of the variance in model output"	10.1289/ehp.96104858		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Uncertainty			
pko:PKO_0000310	Brain PBPK				Brain PBPK model build to predict the concentration of drug/chemical in different brain regions with respect to time				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000311	Spinal CSF volume				total volume of CSF present in spine				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000312	Cranial CSF volume				total volume of CSF present in cranial				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000313	Brain mass				brain weight measured in Kg or pounds				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000314	BBB				Blood-brain-barrier				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000315	Spinal CSF flow				total CSF flowing in spinal region				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000316	Cranial CSF flow				total CSF flowing in cranial region				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000317	BCSFB				Blood-cerebrospinal fluid- barrier				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
pko:PKO_0000320	vhippocampus				volume of hippocampus				0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Brain PBPK			
